generated_question,generated_answer,model_answer,model_answer_score
Quais são os critérios gerais de avaliação estabelecidos pela Comvest para o exame de Habilidades Específicas para o curso de Artes Visuais?,"Os critérios gerais de avaliação estabelecidos pela Comvest incluem o conhecimento sobre o tema proposto, bom desenvolvimento e clara argumentação, capacidade para relacionar artistas, obras, estilos e movimentos estéticos, entre outros.","Os critérios gerais de avaliação estabelecidos pela Comvest para o exame de Habilidades Específicas no curso de Artes Visuais são:

1. Prova de História da Arte:
   a) Demonstração de um conhecimento mínimo sobre o tema proposto.
   b) Bom desenvolvimento e clara argumentação sobre o tema escolhido.
   c) Capacidade para relacionar artistas, obras, estilos e movimentos estéticos, situando-os cronologicamente.

2. Prova de Expressão Plástica:
   a) Observação da paisagem e seus elementos, por meio da análise, da crítica e da síntese.
   b) Linguagem não-verbal: desenho e expressão gráfica.

3. Entrevistas:
   As entrevistas são realizadas individualmente por uma banca composta de professores do Curso. Nesta etapa procura-se reunir elementos decisivos para a avaliação, por meio de informações complementares sobre o candidato e seus interesses na área específica. Ao apresentar portfólio contendo seus principais trabalhos e projetos, o candidato possibilita uma avaliação de seu percurso pessoal, cursos ou estudos específicos desenvolvidos até este momento.

Essas são as diretrizes estabelecidas pela Comvest para avaliar os candidatos no exame de Habilidades Específicas no curso de Artes Visuais.",639
O que o exame de Habilidades Específicas para o curso de Dança na Unicamp procura avaliar?,"O exame procura avaliar o potencial artístico, a compreensão corporal de princípios básicos da dança e a performance em dança do(a) candidato(a).","O objetivo do exame de Habilidades Específicas para o curso de Dança na Unicamp é selecionar candidatos que apresentem condições corporais e habilidades performáticas, perceptivas e reflexivas, que propiciem o acompanhamento das atividades do curso de Dança. O exame visa identificar candidatos que possuam potencial artístico, compreensão corporal de princípios básicos da dança e habilidades de performance.",746
Como é composta a prova de Técnica no exame de Habilidades Específicas para o curso de Dança na Unicamp?,"Durante a prova de Técnica, o(a) candidato(a) terá a oportunidade de aquecer o seu corpo gradativamente, trabalhando suas articulações, respiração e outros fatores envolvidos no movimento.","A prova de Técnica no exame de Habilidades Específicas para o curso de Dança na Unicamp consiste no desenvolvimento de sequências de movimentos corporais e utiliza movimentos básicos de uma aula de dança como referência. Os candidatos irão passar por diferentes etapas, recebendo instruções e esclarecimentos por parte dos membros da Banca Examinadora. Durante a prova, os candidatos terão a oportunidade de aquecer o corpo gradualmente, trabalhando articulações, respiração e outros fatores envolvidos no movimento.",729
Quais são os cursos de música oferecidos no Vestibular Unicamp 2024 e quantas vagas cada um oferece?,"No Vestibular Unicamp 2024, são oferecidos os cursos de Bacharelado em Música Popular e Música Erudita, Licenciatura em Música, Música Erudita em Composição e Música Erudita em Regência. O total de vagas para todos os cursos é de 63.","No Vestibular Unicamp 2024, são oferecidos três cursos de música. São eles:

1. Bacharelado em Música Popular:
   - Piano: 2 vagas
   - Voz: 2 vagas
   - Saxofone: 2 vagas
   - Contrabaixo: 2 vagas
   - Guitarra: 2 vagas
   - Bateria: 2 vagas
   - Violão: 1 vaga

2. Bacharelado em Música Erudita:
   - Clarineta: 3 vagas
   - Flauta: 3 vagas
   - Trombone: 3 vagas
   - Viola: 2 vagas
   - Contrabaixo: 2 vagas
   - Violão: 2 vagas
   - Violoncelo: 2 vagas
   - Percussão: 2 vagas
   - Voz: 2 vagas
   - Piano: 3 vagas
   - Trompete: 2 vagas
   - Violino: 2 vagas

3. Licenciatura em Música: 14 vagas

Esses são os cursos de música oferecidos no Vestibular Unicamp 2024 e o número de vagas para cada um.",464
Como serão realizadas as Provas de Habilidades Específicas para o curso de Música na Unicamp?,"As Provas de Habilidades Específicas para o curso de Música na Unicamp serão realizadas com base na avaliação do material audiovisual enviado pelos candidatos. Isso inclui três vídeos com conteúdos específicos, conforme as diretrizes estabelecidas para cada modalidade ou curso pretendido.","As provas de Habilidades Específicas para o curso de Música na Unicamp serão realizadas de forma virtual, antes da primeira fase do Vestibular, no período de 18 a 29 de setembro de 2023. Os candidatos devem enviar os arquivos digitais para a página eletrônica da Comvest (www.comvest.unicamp.br) dentro desse período. A divulgação dos aprovados na prova de Habilidades Específicas em Música será no dia 13 de novembro de 2023. As especificações de formato das provas, conteúdos específicos e critérios de avaliação estão disponíveis nos Anexos II, Manual do Ingresso e na página da Comvest.",597
Quais são os critérios de avaliação utilizados nas Provas de Habilidades Específicas para os diferentes cursos de Música na Unicamp?," Os critérios de avaliação variam dependendo do tipo de prova. Para as habilidades instrumentais, a avaliação considera o desenvolvimento técnico do instrumentista e a interpretação expressiva. Para as provas de solfejo, os critérios incluem afinação, precisão rítmica e fluência musical. Para os candidatos de Licenciatura, são avaliados aspectos relacionados à didática e à clareza na exposição. Já para os candidatos de Composição, a avaliação se concentra na capacidade crítica e na produção artística.","Os critérios de avaliação utilizados nas Provas de Habilidades Específicas para os diferentes cursos de Música na Unicamp são os seguintes:

1. Vídeo I - Avalia o próprio arranjo da peça apresentada pelo candidato. A nota varia de 0 a 12 pontos.

2. Vídeo II - Avaliação baseada em critérios específicos para cada curso. A nota varia de 0 a 12 pontos.

3. Vídeo III - Avaliação baseada em critérios específicos para cada curso. A nota varia de 0 a 24 pontos.

No caso dos candidatos ao curso de Licenciatura, os critérios de avaliação da atividade didática (Vídeo III) levam em conta a adequação do repertório utilizado, a coerência na sequência proposta, a clareza na exposição e execução da atividade.

Para os candidatos ao curso de Regência, a avaliação do Vídeo III considera as habilidades do candidato em relação à sua musicalidade, solfejo e postura vocal.

Já para os candidatos de Composição, a análise de portfólio avalia sua aptidão como compositor, sendo que o Vídeo III é utilizado para avaliar sua capacidade crítica em relação à sua própria produção artística.

É importante ressaltar que a nota mínima para aprovação na Prova de Habilidades Específicas é de 24 pontos. Caso o candidato não atinja essa nota, ele será eliminado, mas poderá prosseguir na seleção do Vestibular Unicamp 2024 em sua segunda opção de curso, caso exista.",864
Quais são os formatos e conteúdos específicos exigidos nos vídeos para o curso de Música Popular - Saxofone na Unicamp?,"Para o curso de Música Popular - Saxofone, os candidatos devem enviar três vídeos. O Vídeo I deve incluir a performance da música ""Choro Negro"" de Paulinho da Viola. O Vídeo II deve conter solfejos conforme as instruções fornecidas. O Vídeo III deve conter a interpretação da música ""Ingênuo"" de Pixinguinha e Benedito Lacerda.","Para o curso de Música Popular - Saxofone na Unicamp, são exigidos os seguintes formatos e conteúdos específicos nos vídeos:

Vídeo I: Choro Negro (Paulinho da Viola). O Vídeo I não deve ultrapassar 500MB ou 4 minutos de duração.",771
Quais são os cursos oferecidos na área de Ciências Humanas/Artes?,"Administração (Noturno), Administração Pública (Noturno), Arquitetura e Urbanismo (Noturno), Artes Cênicas (Integral), Artes Visuais (Integral), Comunicação Social - Midialogia (Integral), Ciências Econômicas (Integral), Ciências Econômicas (Noturno), Ciências Sociais (Integral), Ciências Sociais (Noturno), Dança (Integral), Estudos Literários (Integral), Filosofia (Integral), Geografia (Integral), Geografia (Noturno), História (Integral), Letras - Licenciatura (Integral), Letras - Licenciatura (Noturno), Linguística (Integral), Música (Integral), Pedagogia - Licenciatura (Integral), Pedagogia - Licenciatura (Noturno).","Os cursos oferecidos na área de Ciências Humanas/Artes são: 
- Artes Visuais
- Música Erudita
- Música Popular",190
Quais são os cursos oferecidos na área de Ciências Biológicas/Saúde?,"Ciências Biológicas (Integral), Ciências Biológicas - Licenciatura (Noturno), Ciências do Esporte (Integral), Educação Física (Integral), Educação Física (Noturno), Enfermagem (Integral), Farmácia (Integral), Fonoaudiologia (Integral), Medicina (Integral), Nutrição (Integral), Odontologia (Integral).",Os cursos oferecidos na área de Ciências Biológicas/Saúde não são mencionados no texto fornecido. Não é possível fornecer uma resposta precisa com base nas informações fornecidas.,330
Quais são os cursos oferecidos na área de Ciências Exatas/Tecnológicas?,"Ciência da Computação (Noturno), Engenharia Física/Física/Física Médica e Biomédica/Matemática/Matemática Aplicada e Computacional (Integral), Engenharia Agrícola (Integral), Engenharia Ambiental (Noturno), Engenharia Civil (Integral), Engenharia de Alimentos (Integral), Engenharia de Alimentos (Noturno), Engenharia de Computação (Integral), Engenharia de Controle e Automação (Noturno), Engenharia de Manufatura (Integral), Engenharia de Produção (Integral), Engenharia de Telecomunicações (Integral), Engenharia de Transportes (Noturno), Engenharia Elétrica (Integral), Engenharia Elétrica (Noturno), Engenharia Mecânica (Integral), Engenharia Química (Integral), Engenharia Química (Noturno), Estatística (Integral), Física - Licenciatura (Noturno), Geologia (Integral), Licenciatura Integrada Química/Física (Noturno), Matemática - Licenciatura (Noturno), Química (Integral), Química Tecnológica (Noturno), Sistemas de Informação (Integral), Tecnologia em Análise e Desenvolvimento de Sistemas (Noturno), Tecnologia em Saneamento Ambiental (Noturno).","Os cursos oferecidos na área de Ciências Exatas/Tecnológicas são Matemática, Física e Química.",383
Quais são os requisitos para que um candidato com deficiência ou condições específicas possa realizar as provas do Vestibular Unicamp 2024?,"O candidato deve informar suas necessidades no campo específico do Formulário de Inscrição e anexar um documento emitido por médico especialista na área, datado de 2022 ou 2023, contendo a descrição da deficiência e o Código Internacional de Doenças (CID) ou Classificação Internacional de Funcionalidades (CIF), além de indicar as condições especiais necessárias para a realização da prova, com letra legível, assinatura, carimbo e registro no CRM e/ou no conselho de classe.","Os requisitos para que um candidato com deficiência ou condições específicas possa realizar as provas do Vestibular Unicamp 2024 estão descritos no Anexo VII do regulamento. Infelizmente, não tenho acesso a esse anexo específico.",406
O que acontece se um candidato não anexar o documento médico exigido ou tiver sua solicitação de condições especiais indeferida pela Comvest?,O candidato deverá realizar as provas nas mesmas condições dos demais candidatos.,"Se um candidato não anexar o documento médico exigido ou tiver sua solicitação de condições especiais indeferida pela Comvest no Vestibular Unicamp 2024, ele deverá realizar as provas nas mesmas condições dos demais candidatos. Isso significa que não serão concedidas condições especiais de realização das provas.",900
Como será feita a análise das solicitações dos candidatos com deficiência ou condições específicas?,"As solicitações serão analisadas e deferidas/indeferidas por uma subcomissão da Comvest, composta por especialistas.","O processo de análise das solicitações dos candidatos com deficiência ou condições específicas é realizado por uma subcomissão da Comvest, composta por especialistas. Essa subcomissão analisa as solicitações e decide se elas serão deferidas ou indeferidas. Em casos específicos, quando necessário, o candidato pode ser convocado para uma avaliação por uma equipe multiprofissional e interdisciplinar após a segunda fase do vestibular. O resultado da análise das solicitações é divulgado antes da realização do vestibular.",875
"Quais são as formas pelas quais os candidatos com deficiência ou condições específicas podem ser atendidos, de acordo com critérios definidos pela Comvest?","Eles podem ser atendidos através de um caderno de questões com letra ampliada, com auxílio para transcrição, com maior tempo para a realização da prova, com direito a ledor para realizar a leitura da prova, transcrever a redação mediante ditado do(a) vestibulando(a) e conferir a transcrição para a folha de resposta, ou através de outros recursos, dependendo da necessidade comprovada.","Os candidatos com deficiência ou condições específicas podem ser atendidos de acordo com critérios definidos pela Comvest das seguintes formas:

a) Através de caderno de questões com letra ampliada.
b) Com auxílio para transcrição.
c) Com maior tempo para a realização da prova, estabelecido de acordo com critérios neuropsicológicos, até o limite de 20% do tempo regular.
d) Com direito a ledor para realizar a leitura da prova, transcrever a redação mediante ditado do(a) vestibulando(a) e conferir a transcrição para a folha de resposta.
e) Através de outros recursos, dependendo da necessidade comprovada.",951
Qual é o período para solicitar a redução parcial da Taxa de Inscrição do Vestibular Unicamp 2024 e quais são os requisitos para obtê-la?,"O período é compreendido entre 9 horas do dia 02 de agosto e 17 horas do dia 04 de agosto de 2023. Os interessados devem estar regularmente matriculados em uma das séries do Ensino Fundamental ou Médio, em um curso pré-vestibular ou em um curso superior em nível de graduação ou pós-graduação, além de receber remuneração mensal inferior a dois salários-mínimos ou estarem desempregados.","O período para solicitar a redução parcial da Taxa de Inscrição do Vestibular Unicamp 2024 é das 9 horas do dia 02 de agosto às 17 horas do dia 04 de agosto de 2023. Os requisitos para solicitar a redução parcial são:
- Ser estudante regularmente matriculado em uma das séries do Ensino Fundamental ou Médio, ou em um curso pré-vestibular, ou em um curso superior de graduação ou pós-graduação.
- Preencher o formulário eletrônico disponível na página da Comvest (www.comvest.unicamp.br).",912
